127.0.0.1 - - [22/Nov/2017:09:09:02 +0800] "GET / HTTP/1.1" 404 994
127.0.0.1 - - [22/Nov/2017:09:11:59 +0800] "GET /medeasy-web/role/roleMng HTTP/1.1" 200 3922
127.0.0.1 - - [22/Nov/2017:09:12:10 +0800] "GET /medeasy-web/main HTTP/1.1" 200 6018
127.0.0.1 - - [22/Nov/2017:09:12:10 +0800] "GET /medeasy-web/css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:10 +0800] "GET /medeasy-web/js/main.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:10 +0800] "GET /medeasy-web/home HTTP/1.1" 200 2673
127.0.0.1 - - [22/Nov/2017:09:12:10 +0800] "POST /medeasy-web/sys/listMenus HTTP/1.1" 200 3168
127.0.0.1 - - [22/Nov/2017:09:12:10 +0800] "GET /favicon.ico HTTP/1.1" 404 1016
127.0.0.1 - - [22/Nov/2017:09:12:10 +0800] "GET /medeasy-web/b HTTP/1.1" 200 2679
127.0.0.1 - - [22/Nov/2017:09:12:10 +0800] "GET /medeasy-web/c HTTP/1.1" 200 2690
127.0.0.1 - - [22/Nov/2017:09:12:10 +0800] "GET /medeasy-web/role/roleMng HTTP/1.1" 200 3922
127.0.0.1 - - [22/Nov/2017:09:12:10 +0800] "GET /medeasy-web/plugins/DataTables-1.10.10/css/dataTables.bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:10 +0800] "GET /medeasy-web/plugins/DataTables-1.10.10/js/jquery.dataTables.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:10 +0800] "GET /medeasy-web/js/role/roleMng.js HTTP/1.1" 200 6252
127.0.0.1 - - [22/Nov/2017:09:12:11 +0800] "POST /medeasy-web/role/getRoles HTTP/1.1" 200 1383
127.0.0.1 - - [22/Nov/2017:09:12:19 +0800] "GET /medeasy-web/role/roleMng HTTP/1.1" 200 3922
127.0.0.1 - - [22/Nov/2017:09:12:20 +0800] "POST /medeasy-web/role/getRoles HTTP/1.1" 200 1383
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/role/roleMng HTTP/1.1" 200 3922
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/DataTables-1.10.10/css/dataTables.bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/css/fonts.googleapis.com.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/font-awesome/4.5.0/css/font-awesome.min.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/css/jquery-ui.min.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/js/ace-extra.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/js/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/js/bootstrap-datepicker.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/DataTables-1.10.10/js/jquery.dataTables.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/js/jquery.jqGrid.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/js/ace-elements.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/js/grid.locale-en.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/js/ace.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/js/jquery.flot.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/js/jquery.flot.pie.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/js/jquery.flot.resize.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/js/role/roleMng.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/js/jquery-2.1.4.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/css/ui.jqgrid.min.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/css/ace.min.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:24 +0800] "GET /medeasy-web/plugins/ace/css/bootstrap-datepicker3.min.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:25 +0800] "POST /medeasy-web/role/getRoles HTTP/1.1" 200 1383
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/role/roleMng HTTP/1.1" 200 3922
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/css/jquery-ui.min.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/css/ui.jqgrid.min.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/css/bootstrap-datepicker3.min.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/font-awesome/4.5.0/css/font-awesome.min.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/DataTables-1.10.10/css/dataTables.bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/css/fonts.googleapis.com.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/js/ace-extra.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/css/ace.min.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/js/jquery-2.1.4.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/DataTables-1.10.10/js/jquery.dataTables.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/js/bootstrap-datepicker.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/js/grid.locale-en.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/js/jquery.jqGrid.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/js/ace-elements.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/js/ace.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/js/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/js/jquery.flot.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/js/jquery.flot.pie.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/js/role/roleMng.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "GET /medeasy-web/plugins/ace/js/jquery.flot.resize.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:28 +0800] "POST /medeasy-web/role/getRoles HTTP/1.1" 200 1383
127.0.0.1 - - [22/Nov/2017:09:12:34 +0800] "GET /medeasy-web/role/roleMng HTTP/1.1" 200 3922
127.0.0.1 - - [22/Nov/2017:09:12:34 +0800] "GET /medeasy-web/plugins/ace/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:34 +0800] "GET /medeasy-web/plugins/DataTables-1.10.10/css/dataTables.bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:34 +0800] "GET /medeasy-web/plugins/ace/css/bootstrap-datepicker3.min.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:34 +0800] "GET /medeasy-web/plugins/ace/css/jquery-ui.min.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:34 +0800] "GET /medeasy-web/plugins/ace/font-awesome/4.5.0/css/font-awesome.min.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:34 +0800] "GET /medeasy-web/plugins/ace/css/fonts.googleapis.com.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:34 +0800] "GET /medeasy-web/plugins/ace/js/ace-extra.min.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Nov/2017:09:12:34 +0800] "GET /medeasy-web/css/main.css HTTP/1.1" 304 -
